source_id,stratum,N_h,n_h,inclusion_probability,population_weight,inclusion_probability_exact,population_weight_exact,wording,requested_relation,episode_index,replan_index,sampling_seed,source_chunk_dir,status,alignment_status,media_status,human_label_status
cosmos_declarative/RubiksCubeLeftOfBowlMatchedTask/episode_003/chunk_000,both_negative,391,50,0.1278772378516624,7.82,50/391,391/50,declarative,left,3,0,7203000,/home/ali/projects/RoboLab/output/v1_cosmos_declarative/RubiksCubeLeftOfBowlMatchedTask/predicted_chunks/episode_003/chunk_000,PROVISIONAL PRE-ANNOTATION DESIGN,pending_recovery_and_verification,pending_recovery_and_verification,not_collected
cosmos_declarative/RubiksCubeRightOfBowlMatchedTask/episode_000/chunk_003,both_negative,391,50,0.1278772378516624,7.82,50/391,391/50,declarative,right,0,3,7200003,/home/ali/projects/RoboLab/output/v1_cosmos_declarative/RubiksCubeRightOfBowlMatchedTask/predicted_chunks/episode_000/chunk_003,PROVISIONAL PRE-ANNOTATION DESIGN,pending_recovery_and_verification,pending_recovery_and_verification,not_collected
cosmos_declarative/RubiksCubeRightOfBowlMatchedTask/episode_001/chunk_000,both_negative,391,50,0.1278772378516624,7.82,50/391,391/50,declarative,right,1,0,7201000,/home/ali/projects/RoboLab/output/v1_cosmos_declarative/RubiksCubeRightOfBowlMatchedTask/predicted_chunks/episode_001/chunk_000,PROVISIONAL PRE-ANNOTATION DESIGN,pending_recovery_and_verification,pending_recovery_and_verification,not_collected
cosmos_declarative/RubiksCubeRightOfBowlMatchedTask/episode_006/chunk_000,both_negative,391,50,0.1278772378516624,7.82,50/391,391/50,declarative,right,6,0,7206000,/home/ali/projects/RoboLab/output/v1_cosmos_declarative/RubiksCubeRightOfBowlMatchedTask/predicted_chunks/episode_006/chunk_000,PROVISIONAL PRE-ANNOTATION DESIGN,pending_recovery_and_verification,pending_recovery_and_verification,not_collected
cosmos_declarative/RubiksCubeRightOfBowlMatchedTask/episode_009/chunk_002,both_negative,391,50,0.1278772378516624,7.82,50/391,391/50,declarative,right,9,2,7209002,/home/ali/projects/RoboLab/output/v1_cosmos_declarative/RubiksCubeRightOfBowlMatchedTask/predicted_chunks/episode_009/chunk_002,PROVISIONAL PRE-ANNOTATION DESIGN,pending_recovery_and_verification,pending_recovery_and_verification,not_collected
cosmos_vague/RubiksCubeLeftOfBowlMatchedTask/episode_001/chunk_009,both_negative,391,50,0.1278772378516624,7.82,50/391,391/50,short,left,1,9,6101009,/home/ali/projects/RoboLab/output/v1_cosmos_vague/RubiksCubeLeftOfBowlMatchedTask/predicted_chunks/episode_001/chunk_009,PROVISIONAL PRE-ANNOTATION DESIGN,pending_recovery_and_verification,pending_recovery_and_verification,not_collected
cosmos_vague/RubiksCubeLeftOfBowlMatchedTask/episode_003/chunk_000,both_negative,391,50,0.1278772378516624,7.82,50/391,391/50,short,left,3,0,6103000,/home/ali/projects/RoboLab/output/v1_cosmos_vague/RubiksCubeLeftOfBowlMatchedTask/predicted_chunks/episode_003/chunk_000,PROVISIONAL PRE-ANNOTATION DESIGN,pending_recovery_and_verification,pending_recovery_and_verification,not_collected
cosmos_vague/RubiksCubeLeftOfBowlMatchedTask/episode_006/chunk_010,both_negative,391,50,0.1278772378516624,7.82,50/391,391/50,short,left,6,10,6106010,/home/ali/projects/RoboLab/output/v1_cosmos_vague/RubiksCubeLeftOfBowlMatchedTask/predicted_chunks/episode_006/chunk_010,PROVISIONAL PRE-ANNOTATION DESIGN,pending_recovery_and_verification,pending_recovery_and_verification,not_collected
cosmos_vague/RubiksCubeLeftOfBowlMatchedTask/episode_007/chunk_008,both_negative,391,50,0.1278772378516624,7.82,50/391,391/50,short,left,7,8,6107008,/home/ali/projects/RoboLab/output/v1_cosmos_vague/RubiksCubeLeftOfBowlMatchedTask/predicted_chunks/episode_007/chunk_008,PROVISIONAL PRE-ANNOTATION DESIGN,pending_recovery_and_verification,pending_recovery_and_verification,not_collected
cosmos_vague/RubiksCubeLeftOfBowlMatchedTask/episode_008/chunk_002,both_negative,391,50,0.1278772378516624,7.82,50/391,391/50,short,left,8,2,6108002,/home/ali/projects/RoboLab/output/v1_cosmos_vague/RubiksCubeLeftOfBowlMatchedTask/predicted_chunks/episode_008/chunk_002,PROVISIONAL PRE-ANNOTATION DESIGN,pending_recovery_and_verification,pending_recovery_and_verification,not_collected
cosmos_vague/RubiksCubeRightOfBowlMatchedTask/episode_000/chunk_000,both_negative,391,50,0.1278772378516624,7.82,50/391,391/50,short,right,0,0,6100000,/home/ali/projects/RoboLab/output/v1_cosmos_vague/RubiksCubeRightOfBowlMatchedTask/predicted_chunks/episode_000/chunk_000,PROVISIONAL PRE-ANNOTATION DESIGN,pending_recovery_and_verification,pending_recovery_and_verification,not_collected
cosmos_vague/RubiksCubeRightOfBowlMatchedTask/episode_002/chunk_002,both_negative,391,50,0.1278772378516624,7.82,50/391,391/50,short,right,2,2,6102002,/home/ali/projects/RoboLab/output/v1_cosmos_vague/RubiksCubeRightOfBowlMatchedTask/predicted_chunks/episode_002/chunk_002,PROVISIONAL PRE-ANNOTATION DESIGN,pending_recovery_and_verification,pending_recovery_and_verification,not_collected
cosmos_vague/RubiksCubeRightOfBowlMatchedTask/episode_003/chunk_000,both_negative,391,50,0.1278772378516624,7.82,50/391,391/50,short,right,3,0,6103000,/home/ali/projects/RoboLab/output/v1_cosmos_vague/RubiksCubeRightOfBowlMatchedTask/predicted_chunks/episode_003/chunk_000,PROVISIONAL PRE-ANNOTATION DESIGN,pending_recovery_and_verification,pending_recovery_and_verification,not_collected
cosmos_vague/RubiksCubeRightOfBowlMatchedTask/episode_006/chunk_000,both_negative,391,50,0.1278772378516624,7.82,50/391,391/50,short,right,6,0,6106000,/home/ali/projects/RoboLab/output/v1_cosmos_vague/RubiksCubeRightOfBowlMatchedTask/predicted_chunks/episode_006/chunk_000,PROVISIONAL PRE-ANNOTATION DESIGN,pending_recovery_and_verification,pending_recovery_and_verification,not_collected
cosmos_canonical/RubiksCubeLeftOfBowlMatchedTask/episode_001/chunk_009,forecast_abstention_execution_positive,72,40,0.5555555555555556,1.8,40/72,72/40,canonical,left,1,9,6101009,/home/ali/projects/RoboLab/output/v1_cosmos_canonical/RubiksCubeLeftOfBowlMatchedTask/predicted_chunks/episode_001/chunk_009,PROVISIONAL PRE-ANNOTATION DESIGN,pending_recovery_and_verification,pending_recovery_and_verification,not_collected
cosmos_canonical/RubiksCubeLeftOfBowlMatchedTask/episode_001/chunk_010,forecast_abstention_execution_positive,72,40,0.5555555555555556,1.8,40/72,72/40,canonical,left,1,10,6101010,/home/ali/projects/RoboLab/output/v1_cosmos_canonical/RubiksCubeLeftOfBowlMatchedTask/predicted_chunks/episode_001/chunk_010,PROVISIONAL PRE-ANNOTATION DESIGN,pending_recovery_and_verification,pending_recovery_and_verification,not_collected
cosmos_canonical/RubiksCubeLeftOfBowlMatchedTask/episode_003/chunk_007,forecast_abstention_execution_positive,72,40,0.5555555555555556,1.8,40/72,72/40,canonical,left,3,7,6103007,/home/ali/projects/RoboLab/output/v1_cosmos_canonical/RubiksCubeLeftOfBowlMatchedTask/predicted_chunks/episode_003/chunk_007,PROVISIONAL PRE-ANNOTATION DESIGN,pending_recovery_and_verification,pending_recovery_and_verification,not_collected
cosmos_canonical/RubiksCubeLeftOfBowlMatchedTask/episode_005/chunk_007,forecast_abstention_execution_positive,72,40,0.5555555555555556,1.8,40/72,72/40,canonical,left,5,7,6105007,/home/ali/projects/RoboLab/output/v1_cosmos_canonical/RubiksCubeLeftOfBowlMatchedTask/predicted_chunks/episode_005/chunk_007,PROVISIONAL PRE-ANNOTATION DESIGN,pending_recovery_and_verification,pending_recovery_and_verification,not_collected
cosmos_canonical/RubiksCubeLeftOfBowlMatchedTask/episode_007/chunk_003,forecast_abstention_execution_positive,72,40,0.5555555555555556,1.8,40/72,72/40,canonical,left,7,3,6107003,/home/ali/projects/RoboLab/output/v1_cosmos_canonical/RubiksCubeLeftOfBowlMatchedTask/predicted_chunks/episode_007/chunk_003,PROVISIONAL PRE-ANNOTATION DESIGN,pending_recovery_and_verification,pending_recovery_and_verification,not_collected
cosmos_canonical/RubiksCubeRightOfBowlMatchedTask/episode_000/chunk_010,forecast_abstention_execution_positive,72,40,0.5555555555555556,1.8,40/72,72/40,canonical,right,0,10,6100010,/home/ali/projects/RoboLab/output/v1_cosmos_canonical/RubiksCubeRightOfBowlMatchedTask/predicted_chunks/episode_000/chunk_010,PROVISIONAL PRE-ANNOTATION DESIGN,pending_recovery_and_verification,pending_recovery_and_verification,not_collected
cosmos_canonical/RubiksCubeRightOfBowlMatchedTask/episode_002/chunk_006,forecast_abstention_execution_positive,72,40,0.5555555555555556,1.8,40/72,72/40,canonical,right,2,6,6102006,/home/ali/projects/RoboLab/output/v1_cosmos_canonical/RubiksCubeRightOfBowlMatchedTask/predicted_chunks/episode_002/chunk_006,PROVISIONAL PRE-ANNOTATION DESIGN,pending_recovery_and_verification,pending_recovery_and_verification,not_collected
cosmos_canonical/RubiksCubeRightOfBowlMatchedTask/episode_003/chunk_007,forecast_abstention_execution_positive,72,40,0.5555555555555556,1.8,40/72,72/40,canonical,right,3,7,6103007,/home/ali/projects/RoboLab/output/v1_cosmos_canonical/RubiksCubeRightOfBowlMatchedTask/predicted_chunks/episode_003/chunk_007,PROVISIONAL PRE-ANNOTATION DESIGN,pending_recovery_and_verification,pending_recovery_and_verification,not_collected
cosmos_canonical/RubiksCubeRightOfBowlMatchedTask/episode_007/chunk_004,forecast_abstention_execution_positive,72,40,0.5555555555555556,1.8,40/72,72/40,canonical,right,7,4,6107004,/home/ali/projects/RoboLab/output/v1_cosmos_canonical/RubiksCubeRightOfBowlMatchedTask/predicted_chunks/episode_007/chunk_004,PROVISIONAL PRE-ANNOTATION DESIGN,pending_recovery_and_verification,pending_recovery_and_verification,not_collected
cosmos_canonical/RubiksCubeRightOfBowlMatchedTask/episode_009/chunk_013,forecast_abstention_execution_positive,72,40,0.5555555555555556,1.8,40/72,72/40,canonical,right,9,13,6109013,/home/ali/projects/RoboLab/output/v1_cosmos_canonical/RubiksCubeRightOfBowlMatchedTask/predicted_chunks/episode_009/chunk_013,PROVISIONAL PRE-ANNOTATION DESIGN,pending_recovery_and_verification,pending_recovery_and_verification,not_collected
cosmos_contrastive/RubiksCubeLeftOfBowlMatchedTask/episode_001/chunk_010,forecast_abstention_execution_positive,72,40,0.5555555555555556,1.8,40/72,72/40,contrastive,left,1,10,7201010,/home/ali/projects/RoboLab/output/v1_cosmos_contrastive/RubiksCubeLeftOfBowlMatchedTask/predicted_chunks/episode_001/chunk_010,PROVISIONAL PRE-ANNOTATION DESIGN,pending_recovery_and_verification,pending_recovery_and_verification,not_collected
cosmos_contrastive/RubiksCubeRightOfBowlMatchedTask/episode_002/chunk_006,forecast_abstention_execution_positive,72,40,0.5555555555555556,1.8,40/72,72/40,contrastive,right,2,6,7202006,/home/ali/projects/RoboLab/output/v1_cosmos_contrastive/RubiksCubeRightOfBowlMatchedTask/predicted_chunks/episode_002/chunk_006,PROVISIONAL PRE-ANNOTATION DESIGN,pending_recovery_and_verification,pending_recovery_and_verification,not_collected
cosmos_contrastive/RubiksCubeRightOfBowlMatchedTask/episode_002/chunk_007,forecast_abstention_execution_positive,72,40,0.5555555555555556,1.8,40/72,72/40,contrastive,right,2,7,7202007,/home/ali/projects/RoboLab/output/v1_cosmos_contrastive/RubiksCubeRightOfBowlMatchedTask/predicted_chunks/episode_002/chunk_007,PROVISIONAL PRE-ANNOTATION DESIGN,pending_recovery_and_verification,pending_recovery_and_verification,not_collected
cosmos_contrastive/RubiksCubeRightOfBowlMatchedTask/episode_004/chunk_009,forecast_abstention_execution_positive,72,40,0.5555555555555556,1.8,40/72,72/40,contrastive,right,4,9,7204009,/home/ali/projects/RoboLab/output/v1_cosmos_contrastive/RubiksCubeRightOfBowlMatchedTask/predicted_chunks/episode_004/chunk_009,PROVISIONAL PRE-ANNOTATION DESIGN,pending_recovery_and_verification,pending_recovery_and_verification,not_collected
cosmos_contrastive/RubiksCubeRightOfBowlMatchedTask/episode_007/chunk_003,forecast_abstention_execution_positive,72,40,0.5555555555555556,1.8,40/72,72/40,contrastive,right,7,3,7207003,/home/ali/projects/RoboLab/output/v1_cosmos_contrastive/RubiksCubeRightOfBowlMatchedTask/predicted_chunks/episode_007/chunk_003,PROVISIONAL PRE-ANNOTATION DESIGN,pending_recovery_and_verification,pending_recovery_and_verification,not_collected
cosmos_contrastive/RubiksCubeRightOfBowlMatchedTask/episode_008/chunk_006,forecast_abstention_execution_positive,72,40,0.5555555555555556,1.8,40/72,72/40,contrastive,right,8,6,7208006,/home/ali/projects/RoboLab/output/v1_cosmos_contrastive/RubiksCubeRightOfBowlMatchedTask/predicted_chunks/episode_008/chunk_006,PROVISIONAL PRE-ANNOTATION DESIGN,pending_recovery_and_verification,pending_recovery_and_verification,not_collected
cosmos_declarative/RubiksCubeLeftOfBowlMatchedTask/episode_000/chunk_007,forecast_abstention_execution_positive,72,40,0.5555555555555556,1.8,40/72,72/40,declarative,left,0,7,7200007,/home/ali/projects/RoboLab/output/v1_cosmos_declarative/RubiksCubeLeftOfBowlMatchedTask/predicted_chunks/episode_000/chunk_007,PROVISIONAL PRE-ANNOTATION DESIGN,pending_recovery_and_verification,pending_recovery_and_verification,not_collected
cosmos_declarative/RubiksCubeLeftOfBowlMatchedTask/episode_001/chunk_005,forecast_abstention_execution_positive,72,40,0.5555555555555556,1.8,40/72,72/40,declarative,left,1,5,7201005,/home/ali/projects/RoboLab/output/v1_cosmos_declarative/RubiksCubeLeftOfBowlMatchedTask/predicted_chunks/episode_001/chunk_005,PROVISIONAL PRE-ANNOTATION DESIGN,pending_recovery_and_verification,pending_recovery_and_verification,not_collected
cosmos_declarative/RubiksCubeLeftOfBowlMatchedTask/episode_002/chunk_009,forecast_abstention_execution_positive,72,40,0.5555555555555556,1.8,40/72,72/40,declarative,left,2,9,7202009,/home/ali/projects/RoboLab/output/v1_cosmos_declarative/RubiksCubeLeftOfBowlMatchedTask/predicted_chunks/episode_002/chunk_009,PROVISIONAL PRE-ANNOTATION DESIGN,pending_recovery_and_verification,pending_recovery_and_verification,not_collected
cosmos_declarative/RubiksCubeLeftOfBowlMatchedTask/episode_003/chunk_003,forecast_abstention_execution_positive,72,40,0.5555555555555556,1.8,40/72,72/40,declarative,left,3,3,7203003,/home/ali/projects/RoboLab/output/v1_cosmos_declarative/RubiksCubeLeftOfBowlMatchedTask/predicted_chunks/episode_003/chunk_003,PROVISIONAL PRE-ANNOTATION DESIGN,pending_recovery_and_verification,pending_recovery_and_verification,not_collected
cosmos_declarative/RubiksCubeLeftOfBowlMatchedTask/episode_004/chunk_005,forecast_abstention_execution_positive,72,40,0.5555555555555556,1.8,40/72,72/40,declarative,left,4,5,7204005,/home/ali/projects/RoboLab/output/v1_cosmos_declarative/RubiksCubeLeftOfBowlMatchedTask/predicted_chunks/episode_004/chunk_005,PROVISIONAL PRE-ANNOTATION DESIGN,pending_recovery_and_verification,pending_recovery_and_verification,not_collected
cosmos_declarative/RubiksCubeLeftOfBowlMatchedTask/episode_004/chunk_006,forecast_abstention_execution_positive,72,40,0.5555555555555556,1.8,40/72,72/40,declarative,left,4,6,7204006,/home/ali/projects/RoboLab/output/v1_cosmos_declarative/RubiksCubeLeftOfBowlMatchedTask/predicted_chunks/episode_004/chunk_006,PROVISIONAL PRE-ANNOTATION DESIGN,pending_recovery_and_verification,pending_recovery_and_verification,not_collected
cosmos_declarative/RubiksCubeLeftOfBowlMatchedTask/episode_005/chunk_009,forecast_abstention_execution_positive,72,40,0.5555555555555556,1.8,40/72,72/40,declarative,left,5,9,7205009,/home/ali/projects/RoboLab/output/v1_cosmos_declarative/RubiksCubeLeftOfBowlMatchedTask/predicted_chunks/episode_005/chunk_009,PROVISIONAL PRE-ANNOTATION DESIGN,pending_recovery_and_verification,pending_recovery_and_verification,not_collected
cosmos_declarative/RubiksCubeLeftOfBowlMatchedTask/episode_007/chunk_004,forecast_abstention_execution_positive,72,40,0.5555555555555556,1.8,40/72,72/40,declarative,left,7,4,7207004,/home/ali/projects/RoboLab/output/v1_cosmos_declarative/RubiksCubeLeftOfBowlMatchedTask/predicted_chunks/episode_007/chunk_004,PROVISIONAL PRE-ANNOTATION DESIGN,pending_recovery_and_verification,pending_recovery_and_verification,not_collected
cosmos_declarative/RubiksCubeLeftOfBowlMatchedTask/episode_008/chunk_003,forecast_abstention_execution_positive,72,40,0.5555555555555556,1.8,40/72,72/40,declarative,left,8,3,7208003,/home/ali/projects/RoboLab/output/v1_cosmos_declarative/RubiksCubeLeftOfBowlMatchedTask/predicted_chunks/episode_008/chunk_003,PROVISIONAL PRE-ANNOTATION DESIGN,pending_recovery_and_verification,pending_recovery_and_verification,not_collected
cosmos_declarative/RubiksCubeLeftOfBowlMatchedTask/episode_009/chunk_003,forecast_abstention_execution_positive,72,40,0.5555555555555556,1.8,40/72,72/40,declarative,left,9,3,7209003,/home/ali/projects/RoboLab/output/v1_cosmos_declarative/RubiksCubeLeftOfBowlMatchedTask/predicted_chunks/episode_009/chunk_003,PROVISIONAL PRE-ANNOTATION DESIGN,pending_recovery_and_verification,pending_recovery_and_verification,not_collected
cosmos_declarative/RubiksCubeRightOfBowlMatchedTask/episode_001/chunk_006,forecast_abstention_execution_positive,72,40,0.5555555555555556,1.8,40/72,72/40,declarative,right,1,6,7201006,/home/ali/projects/RoboLab/output/v1_cosmos_declarative/RubiksCubeRightOfBowlMatchedTask/predicted_chunks/episode_001/chunk_006,PROVISIONAL PRE-ANNOTATION DESIGN,pending_recovery_and_verification,pending_recovery_and_verification,not_collected
cosmos_declarative/RubiksCubeRightOfBowlMatchedTask/episode_004/chunk_007,forecast_abstention_execution_positive,72,40,0.5555555555555556,1.8,40/72,72/40,declarative,right,4,7,7204007,/home/ali/projects/RoboLab/output/v1_cosmos_declarative/RubiksCubeRightOfBowlMatchedTask/predicted_chunks/episode_004/chunk_007,PROVISIONAL PRE-ANNOTATION DESIGN,pending_recovery_and_verification,pending_recovery_and_verification,not_collected
cosmos_declarative/RubiksCubeRightOfBowlMatchedTask/episode_006/chunk_004,forecast_abstention_execution_positive,72,40,0.5555555555555556,1.8,40/72,72/40,declarative,right,6,4,7206004,/home/ali/projects/RoboLab/output/v1_cosmos_declarative/RubiksCubeRightOfBowlMatchedTask/predicted_chunks/episode_006/chunk_004,PROVISIONAL PRE-ANNOTATION DESIGN,pending_recovery_and_verification,pending_recovery_and_verification,not_collected
cosmos_declarative/RubiksCubeRightOfBowlMatchedTask/episode_008/chunk_006,forecast_abstention_execution_positive,72,40,0.5555555555555556,1.8,40/72,72/40,declarative,right,8,6,7208006,/home/ali/projects/RoboLab/output/v1_cosmos_declarative/RubiksCubeRightOfBowlMatchedTask/predicted_chunks/episode_008/chunk_006,PROVISIONAL PRE-ANNOTATION DESIGN,pending_recovery_and_verification,pending_recovery_and_verification,not_collected
cosmos_declarative/RubiksCubeRightOfBowlMatchedTask/episode_008/chunk_007,forecast_abstention_execution_positive,72,40,0.5555555555555556,1.8,40/72,72/40,declarative,right,8,7,7208007,/home/ali/projects/RoboLab/output/v1_cosmos_declarative/RubiksCubeRightOfBowlMatchedTask/predicted_chunks/episode_008/chunk_007,PROVISIONAL PRE-ANNOTATION DESIGN,pending_recovery_and_verification,pending_recovery_and_verification,not_collected
cosmos_declarative/RubiksCubeRightOfBowlMatchedTask/episode_009/chunk_003,forecast_abstention_execution_positive,72,40,0.5555555555555556,1.8,40/72,72/40,declarative,right,9,3,7209003,/home/ali/projects/RoboLab/output/v1_cosmos_declarative/RubiksCubeRightOfBowlMatchedTask/predicted_chunks/episode_009/chunk_003,PROVISIONAL PRE-ANNOTATION DESIGN,pending_recovery_and_verification,pending_recovery_and_verification,not_collected
cosmos_vague/RubiksCubeLeftOfBowlMatchedTask/episode_005/chunk_004,forecast_abstention_execution_positive,72,40,0.5555555555555556,1.8,40/72,72/40,short,left,5,4,6105004,/home/ali/projects/RoboLab/output/v1_cosmos_vague/RubiksCubeLeftOfBowlMatchedTask/predicted_chunks/episode_005/chunk_004,PROVISIONAL PRE-ANNOTATION DESIGN,pending_recovery_and_verification,pending_recovery_and_verification,not_collected
cosmos_vague/RubiksCubeRightOfBowlMatchedTask/episode_000/chunk_003,forecast_abstention_execution_positive,72,40,0.5555555555555556,1.8,40/72,72/40,short,right,0,3,6100003,/home/ali/projects/RoboLab/output/v1_cosmos_vague/RubiksCubeRightOfBowlMatchedTask/predicted_chunks/episode_000/chunk_003,PROVISIONAL PRE-ANNOTATION DESIGN,pending_recovery_and_verification,pending_recovery_and_verification,not_collected
cosmos_vague/RubiksCubeRightOfBowlMatchedTask/episode_002/chunk_004,forecast_abstention_execution_positive,72,40,0.5555555555555556,1.8,40/72,72/40,short,right,2,4,6102004,/home/ali/projects/RoboLab/output/v1_cosmos_vague/RubiksCubeRightOfBowlMatchedTask/predicted_chunks/episode_002/chunk_004,PROVISIONAL PRE-ANNOTATION DESIGN,pending_recovery_and_verification,pending_recovery_and_verification,not_collected
cosmos_vague/RubiksCubeRightOfBowlMatchedTask/episode_004/chunk_009,forecast_abstention_execution_positive,72,40,0.5555555555555556,1.8,40/72,72/40,short,right,4,9,6104009,/home/ali/projects/RoboLab/output/v1_cosmos_vague/RubiksCubeRightOfBowlMatchedTask/predicted_chunks/episode_004/chunk_009,PROVISIONAL PRE-ANNOTATION DESIGN,pending_recovery_and_verification,pending_recovery_and_verification,not_collected
cosmos_vague/RubiksCubeRightOfBowlMatchedTask/episode_005/chunk_003,forecast_abstention_execution_positive,72,40,0.5555555555555556,1.8,40/72,72/40,short,right,5,3,6105003,/home/ali/projects/RoboLab/output/v1_cosmos_vague/RubiksCubeRightOfBowlMatchedTask/predicted_chunks/episode_005/chunk_003,PROVISIONAL PRE-ANNOTATION DESIGN,pending_recovery_and_verification,pending_recovery_and_verification,not_collected
cosmos_vague/RubiksCubeRightOfBowlMatchedTask/episode_006/chunk_004,forecast_abstention_execution_positive,72,40,0.5555555555555556,1.8,40/72,72/40,short,right,6,4,6106004,/home/ali/projects/RoboLab/output/v1_cosmos_vague/RubiksCubeRightOfBowlMatchedTask/predicted_chunks/episode_006/chunk_004,PROVISIONAL PRE-ANNOTATION DESIGN,pending_recovery_and_verification,pending_recovery_and_verification,not_collected
cosmos_vague/RubiksCubeRightOfBowlMatchedTask/episode_008/chunk_003,forecast_abstention_execution_positive,72,40,0.5555555555555556,1.8,40/72,72/40,short,right,8,3,6108003,/home/ali/projects/RoboLab/output/v1_cosmos_vague/RubiksCubeRightOfBowlMatchedTask/predicted_chunks/episode_008/chunk_003,PROVISIONAL PRE-ANNOTATION DESIGN,pending_recovery_and_verification,pending_recovery_and_verification,not_collected
cosmos_vague/RubiksCubeRightOfBowlMatchedTask/episode_009/chunk_006,forecast_abstention_execution_positive,72,40,0.5555555555555556,1.8,40/72,72/40,short,right,9,6,6109006,/home/ali/projects/RoboLab/output/v1_cosmos_vague/RubiksCubeRightOfBowlMatchedTask/predicted_chunks/episode_009/chunk_006,PROVISIONAL PRE-ANNOTATION DESIGN,pending_recovery_and_verification,pending_recovery_and_verification,not_collected
cosmos_canonical/RubiksCubeLeftOfBowlMatchedTask/episode_002/chunk_005,forecast_abstention_execution_negative,259,40,0.15444015444015444,6.475,40/259,259/40,canonical,left,2,5,6102005,/home/ali/projects/RoboLab/output/v1_cosmos_canonical/RubiksCubeLeftOfBowlMatchedTask/predicted_chunks/episode_002/chunk_005,PROVISIONAL PRE-ANNOTATION DESIGN,pending_recovery_and_verification,pending_recovery_and_verification,not_collected
cosmos_canonical/RubiksCubeLeftOfBowlMatchedTask/episode_002/chunk_012,forecast_abstention_execution_negative,259,40,0.15444015444015444,6.475,40/259,259/40,canonical,left,2,12,6102012,/home/ali/projects/RoboLab/output/v1_cosmos_canonical/RubiksCubeLeftOfBowlMatchedTask/predicted_chunks/episode_002/chunk_012,PROVISIONAL PRE-ANNOTATION DESIGN,pending_recovery_and_verification,pending_recovery_and_verification,not_collected
cosmos_canonical/RubiksCubeLeftOfBowlMatchedTask/episode_004/chunk_002,forecast_abstention_execution_negative,259,40,0.15444015444015444,6.475,40/259,259/40,canonical,left,4,2,6104002,/home/ali/projects/RoboLab/output/v1_cosmos_canonical/RubiksCubeLeftOfBowlMatchedTask/predicted_chunks/episode_004/chunk_002,PROVISIONAL PRE-ANNOTATION DESIGN,pending_recovery_and_verification,pending_recovery_and_verification,not_collected
cosmos_canonical/RubiksCubeLeftOfBowlMatchedTask/episode_004/chunk_006,forecast_abstention_execution_negative,259,40,0.15444015444015444,6.475,40/259,259/40,canonical,left,4,6,6104006,/home/ali/projects/RoboLab/output/v1_cosmos_canonical/RubiksCubeLeftOfBowlMatchedTask/predicted_chunks/episode_004/chunk_006,PROVISIONAL PRE-ANNOTATION DESIGN,pending_recovery_and_verification,pending_recovery_and_verification,not_collected
cosmos_canonical/RubiksCubeLeftOfBowlMatchedTask/episode_004/chunk_008,forecast_abstention_execution_negative,259,40,0.15444015444015444,6.475,40/259,259/40,canonical,left,4,8,6104008,/home/ali/projects/RoboLab/output/v1_cosmos_canonical/RubiksCubeLeftOfBowlMatchedTask/predicted_chunks/episode_004/chunk_008,PROVISIONAL PRE-ANNOTATION DESIGN,pending_recovery_and_verification,pending_recovery_and_verification,not_collected
cosmos_canonical/RubiksCubeLeftOfBowlMatchedTask/episode_004/chunk_009,forecast_abstention_execution_negative,259,40,0.15444015444015444,6.475,40/259,259/40,canonical,left,4,9,6104009,/home/ali/projects/RoboLab/output/v1_cosmos_canonical/RubiksCubeLeftOfBowlMatchedTask/predicted_chunks/episode_004/chunk_009,PROVISIONAL PRE-ANNOTATION DESIGN,pending_recovery_and_verification,pending_recovery_and_verification,not_collected
cosmos_canonical/RubiksCubeLeftOfBowlMatchedTask/episode_006/chunk_004,forecast_abstention_execution_negative,259,40,0.15444015444015444,6.475,40/259,259/40,canonical,left,6,4,6106004,/home/ali/projects/RoboLab/output/v1_cosmos_canonical/RubiksCubeLeftOfBowlMatchedTask/predicted_chunks/episode_006/chunk_004,PROVISIONAL PRE-ANNOTATION DESIGN,pending_recovery_and_verification,pending_recovery_and_verification,not_collected
cosmos_canonical/RubiksCubeRightOfBowlMatchedTask/episode_000/chunk_005,forecast_abstention_execution_negative,259,40,0.15444015444015444,6.475,40/259,259/40,canonical,right,0,5,6100005,/home/ali/projects/RoboLab/output/v1_cosmos_canonical/RubiksCubeRightOfBowlMatchedTask/predicted_chunks/episode_000/chunk_005,PROVISIONAL PRE-ANNOTATION DESIGN,pending_recovery_and_verification,pending_recovery_and_verification,not_collected
cosmos_canonical/RubiksCubeRightOfBowlMatchedTask/episode_006/chunk_001,forecast_abstention_execution_negative,259,40,0.15444015444015444,6.475,40/259,259/40,canonical,right,6,1,6106001,/home/ali/projects/RoboLab/output/v1_cosmos_canonical/RubiksCubeRightOfBowlMatchedTask/predicted_chunks/episode_006/chunk_001,PROVISIONAL PRE-ANNOTATION DESIGN,pending_recovery_and_verification,pending_recovery_and_verification,not_collected
cosmos_canonical/RubiksCubeRightOfBowlMatchedTask/episode_008/chunk_004,forecast_abstention_execution_negative,259,40,0.15444015444015444,6.475,40/259,259/40,canonical,right,8,4,6108004,/home/ali/projects/RoboLab/output/v1_cosmos_canonical/RubiksCubeRightOfBowlMatchedTask/predicted_chunks/episode_008/chunk_004,PROVISIONAL PRE-ANNOTATION DESIGN,pending_recovery_and_verification,pending_recovery_and_verification,not_collected
