level,intent_id,canonical_text,train_surfaces,heldout_surfaces,origin,audit_seed,secondary_review_required,primary_all_surfaces_semantically_equivalent,primary_language_natural_and_acceptable,primary_reviewer,primary_review_notes,secondary_all_surfaces_semantically_equivalent,secondary_language_natural_and_acceptable,secondary_reviewer,secondary_review_notes,adjudicated_semantically_equivalent,adjudicated_language_acceptable,adjudicator,adjudication_notes
subtask,subtask_7f27fbaca283e7c3,Move Green Spatula Above Bottom Right Corner of Stove,"[""Please follow this instruction: \""Move Green Spatula Above Bottom Right Corner of Stove.\"""", ""Execute the following instruction: \""Move Green Spatula Above Bottom Right Corner of Stove.\"""", ""The requested robot instruction is: \""Move Green Spatula Above Bottom Right Corner of Stove.\"""", ""Carry out this command: \""Move Green Spatula Above Bottom Right Corner of Stove.\""""]","[""Robot command: \""Move Green Spatula Above Bottom Right Corner of Stove.\"""", ""Complete this instruction: \""Move Green Spatula Above Bottom Right Corner of Stove.\""""]",generated_verbatim_wrapper,20260723,True,,,,,,,,,,,,
subtask,subtask_7323ddbea428afe5,Place the green towel on the lower side of the stove,"[""Please follow this instruction: \""Place the green towel on the lower side of the stove.\"""", ""Execute the following instruction: \""Place the green towel on the lower side of the stove.\"""", ""The requested robot instruction is: \""Place the green towel on the lower side of the stove.\"""", ""Carry out this command: \""Place the green towel on the lower side of the stove.\""""]","[""Robot command: \""Place the green towel on the lower side of the stove.\"""", ""Complete this instruction: \""Place the green towel on the lower side of the stove.\""""]",generated_verbatim_wrapper,20260723,False,,,,,,,,,,,,
subtask,subtask_e749220d2c59d6b7,Release the pot,"[""Please follow this instruction: \""Release the pot.\"""", ""Execute the following instruction: \""Release the pot.\"""", ""The requested robot instruction is: \""Release the pot.\"""", ""Carry out this command: \""Release the pot.\""""]","[""Robot command: \""Release the pot.\"""", ""Complete this instruction: \""Release the pot.\""""]",generated_verbatim_wrapper,20260723,False,,,,,,,,,,,,
subtask,subtask_ec189ad9dd53aae8,Grasp the blue spoon,"[""Please follow this instruction: \""Grasp the blue spoon.\"""", ""Execute the following instruction: \""Grasp the blue spoon.\"""", ""The requested robot instruction is: \""Grasp the blue spoon.\"""", ""Carry out this command: \""Grasp the blue spoon.\""""]","[""Robot command: \""Grasp the blue spoon.\"""", ""Complete this instruction: \""Grasp the blue spoon.\""""]",generated_verbatim_wrapper,20260723,False,,,,,,,,,,,,
subtask,subtask_e55712ef51323ce7,Grasp the blue rectangle,"[""Please follow this instruction: \""Grasp the blue rectangle.\"""", ""Execute the following instruction: \""Grasp the blue rectangle.\"""", ""The requested robot instruction is: \""Grasp the blue rectangle.\"""", ""Carry out this command: \""Grasp the blue rectangle.\""""]","[""Robot command: \""Grasp the blue rectangle.\"""", ""Complete this instruction: \""Grasp the blue rectangle.\""""]",generated_verbatim_wrapper,20260723,False,,,,,,,,,,,,
subtask,subtask_8d1865663415f3e4,Release the spoon on the table,"[""Please follow this instruction: \""Release the spoon on the table.\"""", ""Execute the following instruction: \""Release the spoon on the table.\"""", ""The requested robot instruction is: \""Release the spoon on the table.\"""", ""Carry out this command: \""Release the spoon on the table.\""""]","[""Robot command: \""Release the spoon on the table.\"""", ""Complete this instruction: \""Release the spoon on the table.\""""]",generated_verbatim_wrapper,20260723,True,,,,,,,,,,,,
subtask,subtask_d0299868562f5617,Approach the block with red marking,"[""Please follow this instruction: \""Approach the block with red marking.\"""", ""Execute the following instruction: \""Approach the block with red marking.\"""", ""The requested robot instruction is: \""Approach the block with red marking.\"""", ""Carry out this command: \""Approach the block with red marking.\""""]","[""Robot command: \""Approach the block with red marking.\"""", ""Complete this instruction: \""Approach the block with red marking.\""""]",generated_verbatim_wrapper,20260723,False,,,,,,,,,,,,
subtask,subtask_8346f9f5f51838b6,Move to right side of cloth,"[""Please follow this instruction: \""Move to right side of cloth.\"""", ""Execute the following instruction: \""Move to right side of cloth.\"""", ""The requested robot instruction is: \""Move to right side of cloth.\"""", ""Carry out this command: \""Move to right side of cloth.\""""]","[""Robot command: \""Move to right side of cloth.\"""", ""Complete this instruction: \""Move to right side of cloth.\""""]",generated_verbatim_wrapper,20260723,False,,,,,,,,,,,,
subtask,subtask_554f3a7837514c2b,Place the Yellow Towel on the Basket,"[""Please follow this instruction: \""Place the Yellow Towel on the Basket.\"""", ""Execute the following instruction: \""Place the Yellow Towel on the Basket.\"""", ""The requested robot instruction is: \""Place the Yellow Towel on the Basket.\"""", ""Carry out this command: \""Place the Yellow Towel on the Basket.\""""]","[""Robot command: \""Place the Yellow Towel on the Basket.\"""", ""Complete this instruction: \""Place the Yellow Towel on the Basket.\""""]",generated_verbatim_wrapper,20260723,False,,,,,,,,,,,,
subtask,subtask_adc68ac7669f538f,Reach for the White Ball,"[""Please follow this instruction: \""Reach for the White Ball.\"""", ""Execute the following instruction: \""Reach for the White Ball.\"""", ""The requested robot instruction is: \""Reach for the White Ball.\"""", ""Carry out this command: \""Reach for the White Ball.\""""]","[""Robot command: \""Reach for the White Ball.\"""", ""Complete this instruction: \""Reach for the White Ball.\""""]",generated_verbatim_wrapper,20260723,False,,,,,,,,,,,,
subtask,subtask_7b9451ea25d6df65,Lift the white utensil,"[""Please follow this instruction: \""Lift the white utensil.\"""", ""Execute the following instruction: \""Lift the white utensil.\"""", ""The requested robot instruction is: \""Lift the white utensil.\"""", ""Carry out this command: \""Lift the white utensil.\""""]","[""Robot command: \""Lift the white utensil.\"""", ""Complete this instruction: \""Lift the white utensil.\""""]",generated_verbatim_wrapper,20260723,False,,,,,,,,,,,,
subtask,subtask_2c5b8a143230c7fc,Grasp the green pepper,"[""Please follow this instruction: \""Grasp the green pepper.\"""", ""Execute the following instruction: \""Grasp the green pepper.\"""", ""The requested robot instruction is: \""Grasp the green pepper.\"""", ""Carry out this command: \""Grasp the green pepper.\""""]","[""Robot command: \""Grasp the green pepper.\"""", ""Complete this instruction: \""Grasp the green pepper.\""""]",generated_verbatim_wrapper,20260723,False,,,,,,,,,,,,
subtask,subtask_f9a6f8e2be41ea2d,Reach for the Yellow Thing,"[""Please follow this instruction: \""Reach for the Yellow Thing.\"""", ""Execute the following instruction: \""Reach for the Yellow Thing.\"""", ""The requested robot instruction is: \""Reach for the Yellow Thing.\"""", ""Carry out this command: \""Reach for the Yellow Thing.\""""]","[""Robot command: \""Reach for the Yellow Thing.\"""", ""Complete this instruction: \""Reach for the Yellow Thing.\""""]",generated_verbatim_wrapper,20260723,False,,,,,,,,,,,,
subtask,subtask_2add5c997230fb91,lift and move the silver pot towards the can,"[""Please follow this instruction: \""lift and move the silver pot towards the can.\"""", ""Execute the following instruction: \""lift and move the silver pot towards the can.\"""", ""The requested robot instruction is: \""lift and move the silver pot towards the can.\"""", ""Carry out this command: \""lift and move the silver pot towards the can.\""""]","[""Robot command: \""lift and move the silver pot towards the can.\"""", ""Complete this instruction: \""lift and move the silver pot towards the can.\""""]",generated_verbatim_wrapper,20260723,False,,,,,,,,,,,,
subtask,subtask_856ca041c887e44f,Approach the Silver Pot,"[""Please follow this instruction: \""Approach the Silver Pot.\"""", ""Execute the following instruction: \""Approach the Silver Pot.\"""", ""The requested robot instruction is: \""Approach the Silver Pot.\"""", ""Carry out this command: \""Approach the Silver Pot.\""""]","[""Robot command: \""Approach the Silver Pot.\"""", ""Complete this instruction: \""Approach the Silver Pot.\""""]",generated_verbatim_wrapper,20260723,True,,,,,,,,,,,,
subtask,subtask_20eb081ad3ba00a0,Release the yellow brush near the right burner,"[""Please follow this instruction: \""Release the yellow brush near the right burner.\"""", ""Execute the following instruction: \""Release the yellow brush near the right burner.\"""", ""The requested robot instruction is: \""Release the yellow brush near the right burner.\"""", ""Carry out this command: \""Release the yellow brush near the right burner.\""""]","[""Robot command: \""Release the yellow brush near the right burner.\"""", ""Complete this instruction: \""Release the yellow brush near the right burner.\""""]",generated_verbatim_wrapper,20260723,True,,,,,,,,,,,,
subtask,subtask_c2a2065d9ba79202,Reach for the yellow cloth,"[""Please follow this instruction: \""Reach for the yellow cloth.\"""", ""Execute the following instruction: \""Reach for the yellow cloth.\"""", ""The requested robot instruction is: \""Reach for the yellow cloth.\"""", ""Carry out this command: \""Reach for the yellow cloth.\""""]","[""Robot command: \""Reach for the yellow cloth.\"""", ""Complete this instruction: \""Reach for the yellow cloth.\""""]",generated_verbatim_wrapper,20260723,False,,,,,,,,,,,,
subtask,subtask_9efa5dec310695fb,lift the blue fork and move towards the stove,"[""Please follow this instruction: \""lift the blue fork and move towards the stove.\"""", ""Execute the following instruction: \""lift the blue fork and move towards the stove.\"""", ""The requested robot instruction is: \""lift the blue fork and move towards the stove.\"""", ""Carry out this command: \""lift the blue fork and move towards the stove.\""""]","[""Robot command: \""lift the blue fork and move towards the stove.\"""", ""Complete this instruction: \""lift the blue fork and move towards the stove.\""""]",generated_verbatim_wrapper,20260723,True,,,,,,,,,,,,
subtask,subtask_bacbe62665b7f31e,Move to pot,"[""Please follow this instruction: \""Move to pot.\"""", ""Execute the following instruction: \""Move to pot.\"""", ""The requested robot instruction is: \""Move to pot.\"""", ""Carry out this command: \""Move to pot.\""""]","[""Robot command: \""Move to pot.\"""", ""Complete this instruction: \""Move to pot.\""""]",generated_verbatim_wrapper,20260723,False,,,,,,,,,,,,
subtask,subtask_5f0bd629909e7cbe,Reach for the Yellow Fruit in the Middle,"[""Please follow this instruction: \""Reach for the Yellow Fruit in the Middle.\"""", ""Execute the following instruction: \""Reach for the Yellow Fruit in the Middle.\"""", ""The requested robot instruction is: \""Reach for the Yellow Fruit in the Middle.\"""", ""Carry out this command: \""Reach for the Yellow Fruit in the Middle.\""""]","[""Robot command: \""Reach for the Yellow Fruit in the Middle.\"""", ""Complete this instruction: \""Reach for the Yellow Fruit in the Middle.\""""]",generated_verbatim_wrapper,20260723,True,,,,,,,,,,,,
subtask,subtask_49bec2d12f71f650,Position the light blue cloth below the plush toy,"[""Please follow this instruction: \""Position the light blue cloth below the plush toy.\"""", ""Execute the following instruction: \""Position the light blue cloth below the plush toy.\"""", ""The requested robot instruction is: \""Position the light blue cloth below the plush toy.\"""", ""Carry out this command: \""Position the light blue cloth below the plush toy.\""""]","[""Robot command: \""Position the light blue cloth below the plush toy.\"""", ""Complete this instruction: \""Position the light blue cloth below the plush toy.\""""]",generated_verbatim_wrapper,20260723,False,,,,,,,,,,,,
subtask,subtask_5c8e68fd2777ce38,Lift spatula and move to green cucumber,"[""Please follow this instruction: \""Lift spatula and move to green cucumber.\"""", ""Execute the following instruction: \""Lift spatula and move to green cucumber.\"""", ""The requested robot instruction is: \""Lift spatula and move to green cucumber.\"""", ""Carry out this command: \""Lift spatula and move to green cucumber.\""""]","[""Robot command: \""Lift spatula and move to green cucumber.\"""", ""Complete this instruction: \""Lift spatula and move to green cucumber.\""""]",generated_verbatim_wrapper,20260723,False,,,,,,,,,,,,
subtask,subtask_55c2e9d684786def,Move the green spatula towards the left of the purple towel,"[""Please follow this instruction: \""Move the green spatula towards the left of the purple towel.\"""", ""Execute the following instruction: \""Move the green spatula towards the left of the purple towel.\"""", ""The requested robot instruction is: \""Move the green spatula towards the left of the purple towel.\"""", ""Carry out this command: \""Move the green spatula towards the left of the purple towel.\""""]","[""Robot command: \""Move the green spatula towards the left of the purple towel.\"""", ""Complete this instruction: \""Move the green spatula towards the left of the purple towel.\""""]",generated_verbatim_wrapper,20260723,False,,,,,,,,,,,,
subtask,subtask_78b0225e66f7cec8,Release the peeler,"[""Please follow this instruction: \""Release the peeler.\"""", ""Execute the following instruction: \""Release the peeler.\"""", ""The requested robot instruction is: \""Release the peeler.\"""", ""Carry out this command: \""Release the peeler.\""""]","[""Robot command: \""Release the peeler.\"""", ""Complete this instruction: \""Release the peeler.\""""]",generated_verbatim_wrapper,20260723,False,,,,,,,,,,,,
subtask,subtask_e34c08b1903bc294,Reach for the towel at the back edge,"[""Please follow this instruction: \""Reach for the towel at the back edge.\"""", ""Execute the following instruction: \""Reach for the towel at the back edge.\"""", ""The requested robot instruction is: \""Reach for the towel at the back edge.\"""", ""Carry out this command: \""Reach for the towel at the back edge.\""""]","[""Robot command: \""Reach for the towel at the back edge.\"""", ""Complete this instruction: \""Reach for the towel at the back edge.\""""]",generated_verbatim_wrapper,20260723,False,,,,,,,,,,,,
subtask,subtask_5efeefe1f7d679e5,Lift the green spatula,"[""Please follow this instruction: \""Lift the green spatula.\"""", ""Execute the following instruction: \""Lift the green spatula.\"""", ""The requested robot instruction is: \""Lift the green spatula.\"""", ""Carry out this command: \""Lift the green spatula.\""""]","[""Robot command: \""Lift the green spatula.\"""", ""Complete this instruction: \""Lift the green spatula.\""""]",generated_verbatim_wrapper,20260723,True,,,,,,,,,,,,
subtask,subtask_e8b97f7ab7b94a0b,Move away from the Silver Vessel,"[""Please follow this instruction: \""Move away from the Silver Vessel.\"""", ""Execute the following instruction: \""Move away from the Silver Vessel.\"""", ""The requested robot instruction is: \""Move away from the Silver Vessel.\"""", ""Carry out this command: \""Move away from the Silver Vessel.\""""]","[""Robot command: \""Move away from the Silver Vessel.\"""", ""Complete this instruction: \""Move away from the Silver Vessel.\""""]",generated_verbatim_wrapper,20260723,False,,,,,,,,,,,,
subtask,subtask_2c946f81bfed3638,Reach for the blue grapes,"[""Please follow this instruction: \""Reach for the blue grapes.\"""", ""Execute the following instruction: \""Reach for the blue grapes.\"""", ""The requested robot instruction is: \""Reach for the blue grapes.\"""", ""Carry out this command: \""Reach for the blue grapes.\""""]","[""Robot command: \""Reach for the blue grapes.\"""", ""Complete this instruction: \""Reach for the blue grapes.\""""]",generated_verbatim_wrapper,20260723,False,,,,,,,,,,,,
subtask,subtask_d719feeb4e9d9c7a,Move the Wok to the Burner,"[""Please follow this instruction: \""Move the Wok to the Burner.\"""", ""Execute the following instruction: \""Move the Wok to the Burner.\"""", ""The requested robot instruction is: \""Move the Wok to the Burner.\"""", ""Carry out this command: \""Move the Wok to the Burner.\""""]","[""Robot command: \""Move the Wok to the Burner.\"""", ""Complete this instruction: \""Move the Wok to the Burner.\""""]",generated_verbatim_wrapper,20260723,False,,,,,,,,,,,,
subtask,subtask_1d6249e72d09e4a4,stop to confirm grip on the can,"[""Please follow this instruction: \""stop to confirm grip on the can.\"""", ""Execute the following instruction: \""stop to confirm grip on the can.\"""", ""The requested robot instruction is: \""stop to confirm grip on the can.\"""", ""Carry out this command: \""stop to confirm grip on the can.\""""]","[""Robot command: \""stop to confirm grip on the can.\"""", ""Complete this instruction: \""stop to confirm grip on the can.\""""]",generated_verbatim_wrapper,20260723,False,,,,,,,,,,,,
subtask,subtask_812bfc2d41a3cb12,Move spatula towards the green towel,"[""Please follow this instruction: \""Move spatula towards the green towel.\"""", ""Execute the following instruction: \""Move spatula towards the green towel.\"""", ""The requested robot instruction is: \""Move spatula towards the green towel.\"""", ""Carry out this command: \""Move spatula towards the green towel.\""""]","[""Robot command: \""Move spatula towards the green towel.\"""", ""Complete this instruction: \""Move spatula towards the green towel.\""""]",generated_verbatim_wrapper,20260723,False,,,,,,,,,,,,
subtask,subtask_88a57c5b3a253303,Lift the Red Object,"[""Please follow this instruction: \""Lift the Red Object.\"""", ""Execute the following instruction: \""Lift the Red Object.\"""", ""The requested robot instruction is: \""Lift the Red Object.\"""", ""Carry out this command: \""Lift the Red Object.\""""]","[""Robot command: \""Lift the Red Object.\"""", ""Complete this instruction: \""Lift the Red Object.\""""]",generated_verbatim_wrapper,20260723,False,,,,,,,,,,,,
subtask,subtask_c191000059e01504,Release the spoon,"[""Please follow this instruction: \""Release the spoon.\"""", ""Execute the following instruction: \""Release the spoon.\"""", ""The requested robot instruction is: \""Release the spoon.\"""", ""Carry out this command: \""Release the spoon.\""""]","[""Robot command: \""Release the spoon.\"""", ""Complete this instruction: \""Release the spoon.\""""]",generated_verbatim_wrapper,20260723,False,,,,,,,,,,,,
subtask,subtask_8236d2e0ea56c325,Move down towards the blue brush,"[""Please follow this instruction: \""Move down towards the blue brush.\"""", ""Execute the following instruction: \""Move down towards the blue brush.\"""", ""The requested robot instruction is: \""Move down towards the blue brush.\"""", ""Carry out this command: \""Move down towards the blue brush.\""""]","[""Robot command: \""Move down towards the blue brush.\"""", ""Complete this instruction: \""Move down towards the blue brush.\""""]",generated_verbatim_wrapper,20260723,True,,,,,,,,,,,,
subtask,subtask_cf11d1fb281ea5c1,Move the blue fork towards the wall between yellow cloth and silver bowl,"[""Please follow this instruction: \""Move the blue fork towards the wall between yellow cloth and silver bowl.\"""", ""Execute the following instruction: \""Move the blue fork towards the wall between yellow cloth and silver bowl.\"""", ""The requested robot instruction is: \""Move the blue fork towards the wall between yellow cloth and silver bowl.\"""", ""Carry out this command: \""Move the blue fork towards the wall between yellow cloth and silver bowl.\""""]","[""Robot command: \""Move the blue fork towards the wall between yellow cloth and silver bowl.\"""", ""Complete this instruction: \""Move the blue fork towards the wall between yellow cloth and silver bowl.\""""]",generated_verbatim_wrapper,20260723,False,,,,,,,,,,,,
subtask,subtask_6d6b4a09c4b650fa,Move the green cloth to the left,"[""Please follow this instruction: \""Move the green cloth to the left.\"""", ""Execute the following instruction: \""Move the green cloth to the left.\"""", ""The requested robot instruction is: \""Move the green cloth to the left.\"""", ""Carry out this command: \""Move the green cloth to the left.\""""]","[""Robot command: \""Move the green cloth to the left.\"""", ""Complete this instruction: \""Move the green cloth to the left.\""""]",generated_verbatim_wrapper,20260723,False,,,,,,,,,,,,
subtask,subtask_7b80826bce7c0620,Release the spatula,"[""Please follow this instruction: \""Release the spatula.\"""", ""Execute the following instruction: \""Release the spatula.\"""", ""The requested robot instruction is: \""Release the spatula.\"""", ""Carry out this command: \""Release the spatula.\""""]","[""Robot command: \""Release the spatula.\"""", ""Complete this instruction: \""Release the spatula.\""""]",generated_verbatim_wrapper,20260723,False,,,,,,,,,,,,
subtask,subtask_6f1c6978d0714fda,Reach for the brush on the stove's right corner,"[""Please follow this instruction: \""Reach for the brush on the stove's right corner.\"""", ""Execute the following instruction: \""Reach for the brush on the stove's right corner.\"""", ""The requested robot instruction is: \""Reach for the brush on the stove's right corner.\"""", ""Carry out this command: \""Reach for the brush on the stove's right corner.\""""]","[""Robot command: \""Reach for the brush on the stove's right corner.\"""", ""Complete this instruction: \""Reach for the brush on the stove's right corner.\""""]",generated_verbatim_wrapper,20260723,False,,,,,,,,,,,,
subtask,subtask_65d7055da1aa8380,Grasp the red arch,"[""Please follow this instruction: \""Grasp the red arch.\"""", ""Execute the following instruction: \""Grasp the red arch.\"""", ""The requested robot instruction is: \""Grasp the red arch.\"""", ""Carry out this command: \""Grasp the red arch.\""""]","[""Robot command: \""Grasp the red arch.\"""", ""Complete this instruction: \""Grasp the red arch.\""""]",generated_verbatim_wrapper,20260723,False,,,,,,,,,,,,
subtask,subtask_0074fbe4bcc88377,Move to Spatula,"[""Please follow this instruction: \""Move to Spatula.\"""", ""Execute the following instruction: \""Move to Spatula.\"""", ""The requested robot instruction is: \""Move to Spatula.\"""", ""Carry out this command: \""Move to Spatula.\""""]","[""Robot command: \""Move to Spatula.\"""", ""Complete this instruction: \""Move to Spatula.\""""]",generated_verbatim_wrapper,20260723,False,,,,,,,,,,,,
subtask,subtask_c85a6d4997a6c462,Place pill shape on top of the table,"[""Please follow this instruction: \""Place pill shape on top of the table.\"""", ""Execute the following instruction: \""Place pill shape on top of the table.\"""", ""The requested robot instruction is: \""Place pill shape on top of the table.\"""", ""Carry out this command: \""Place pill shape on top of the table.\""""]","[""Robot command: \""Place pill shape on top of the table.\"""", ""Complete this instruction: \""Place pill shape on top of the table.\""""]",generated_verbatim_wrapper,20260723,False,,,,,,,,,,,,
subtask,subtask_0ed2d91a7af498b2,Push the Can,"[""Please follow this instruction: \""Push the Can.\"""", ""Execute the following instruction: \""Push the Can.\"""", ""The requested robot instruction is: \""Push the Can.\"""", ""Carry out this command: \""Push the Can.\""""]","[""Robot command: \""Push the Can.\"""", ""Complete this instruction: \""Push the Can.\""""]",generated_verbatim_wrapper,20260723,True,,,,,,,,,,,,
subtask,subtask_296c1220f447b4fb,Pick up cloth,"[""Please follow this instruction: \""Pick up cloth.\"""", ""Execute the following instruction: \""Pick up cloth.\"""", ""The requested robot instruction is: \""Pick up cloth.\"""", ""Carry out this command: \""Pick up cloth.\""""]","[""Robot command: \""Pick up cloth.\"""", ""Complete this instruction: \""Pick up cloth.\""""]",generated_verbatim_wrapper,20260723,False,,,,,,,,,,,,
subtask,subtask_b9db1d26862dd55f,Move away from the cloth,"[""Please follow this instruction: \""Move away from the cloth.\"""", ""Execute the following instruction: \""Move away from the cloth.\"""", ""The requested robot instruction is: \""Move away from the cloth.\"""", ""Carry out this command: \""Move away from the cloth.\""""]","[""Robot command: \""Move away from the cloth.\"""", ""Complete this instruction: \""Move away from the cloth.\""""]",generated_verbatim_wrapper,20260723,False,,,,,,,,,,,,
subtask,subtask_427483ca148adb10,Release the Ice Cream,"[""Please follow this instruction: \""Release the Ice Cream.\"""", ""Execute the following instruction: \""Release the Ice Cream.\"""", ""The requested robot instruction is: \""Release the Ice Cream.\"""", ""Carry out this command: \""Release the Ice Cream.\""""]","[""Robot command: \""Release the Ice Cream.\"""", ""Complete this instruction: \""Release the Ice Cream.\""""]",generated_verbatim_wrapper,20260723,False,,,,,,,,,,,,
subtask,subtask_480ecae7c07ce41e,Move away from pot,"[""Please follow this instruction: \""Move away from pot.\"""", ""Execute the following instruction: \""Move away from pot.\"""", ""The requested robot instruction is: \""Move away from pot.\"""", ""Carry out this command: \""Move away from pot.\""""]","[""Robot command: \""Move away from pot.\"""", ""Complete this instruction: \""Move away from pot.\""""]",generated_verbatim_wrapper,20260723,False,,,,,,,,,,,,
subtask,subtask_984932341633f236,Move the white rectangle to the white arch,"[""Please follow this instruction: \""Move the white rectangle to the white arch.\"""", ""Execute the following instruction: \""Move the white rectangle to the white arch.\"""", ""The requested robot instruction is: \""Move the white rectangle to the white arch.\"""", ""Carry out this command: \""Move the white rectangle to the white arch.\""""]","[""Robot command: \""Move the white rectangle to the white arch.\"""", ""Complete this instruction: \""Move the white rectangle to the white arch.\""""]",generated_verbatim_wrapper,20260723,False,,,,,,,,,,,,
subtask,subtask_7f65ad5c3cc17ade,Move up to place the can on the top right,"[""Please follow this instruction: \""Move up to place the can on the top right.\"""", ""Execute the following instruction: \""Move up to place the can on the top right.\"""", ""The requested robot instruction is: \""Move up to place the can on the top right.\"""", ""Carry out this command: \""Move up to place the can on the top right.\""""]","[""Robot command: \""Move up to place the can on the top right.\"""", ""Complete this instruction: \""Move up to place the can on the top right.\""""]",generated_verbatim_wrapper,20260723,True,,,,,,,,,,,,
subtask,subtask_17c410d856b09ef3,Move the pan right,"[""Please follow this instruction: \""Move the pan right.\"""", ""Execute the following instruction: \""Move the pan right.\"""", ""The requested robot instruction is: \""Move the pan right.\"""", ""Carry out this command: \""Move the pan right.\""""]","[""Robot command: \""Move the pan right.\"""", ""Complete this instruction: \""Move the pan right.\""""]",generated_verbatim_wrapper,20260723,True,,,,,,,,,,,,
