pool_id,steering_trajectory_id,source_collection,canonical_task,canonical_subtask,slot_index,command,automatic_class,rule_reason,secondary_review_required,primary_manual_class,primary_same_intent_with_canonical,primary_reviewer,primary_review_notes,secondary_manual_class,secondary_same_intent_with_canonical,secondary_reviewer,secondary_review_notes,adjudicated_class,adjudicated_same_intent_with_canonical,adjudicator,adjudication_notes
pool_92aa8f0b9f21815c,40088,bridge_data_v2,move the silver basket to the left bottom of the burner,place the silver basket on the burner,8,"Open the gripper at [82, 110] to place the basket on the burner near [130, 152]",hybrid_or_added_behavioral_semantics,coordinate_plus_terminal_action_direction_or_sequence,False,,,,,,,,,,,,
pool_92aa8f0b9f21815c,40088,bridge_data_v2,move the silver basket to the left bottom of the burner,place the silver basket on the burner,9,"Release the silver basket at [82, 110]",point_coordinate_grounding,one_coordinate_pair,False,,,,,,,,,,,,
pool_f34bb42680f10621,16462,bridge_data_v2,fold the cloth from bottom left to right,Place the folded cloth on the right side,0,Place the folded cloth on the right side,subtask_same_intent_paraphrase_candidate,canonical_subtask_exact_normalized_match,False,,,,,,,,,,,,
pool_f34bb42680f10621,16462,bridge_data_v2,fold the cloth from bottom left to right,Place the folded cloth on the right side,1,Place the folded cloth on the right side.,subtask_same_intent_paraphrase_candidate,canonical_subtask_exact_normalized_match,False,,,,,,,,,,,,
pool_f34bb42680f10621,16462,bridge_data_v2,fold the cloth from bottom left to right,Place the folded cloth on the right side,2,"Place the cloth at [147, 154].",point_coordinate_grounding,one_coordinate_pair,False,,,,,,,,,,,,
pool_f34bb42680f10621,16462,bridge_data_v2,fold the cloth from bottom left to right,Place the folded cloth on the right side,3,Place the cloth in the new location.,malformed_or_unclear,semantic_class_unclear_requires_manual_review,False,,,,,,,,,,,,
pool_f34bb42680f10621,16462,bridge_data_v2,fold the cloth from bottom left to right,Place the folded cloth on the right side,4,Move down with cloth.,malformed_or_unclear,semantic_class_unclear_requires_manual_review,False,,,,,,,,,,,,
pool_f34bb42680f10621,16462,bridge_data_v2,fold the cloth from bottom left to right,Place the folded cloth on the right side,5,"Move the cloth to [112, 97] and then down to [113, 98].",hybrid_or_added_behavioral_semantics,coordinate_plus_terminal_action_direction_or_sequence,False,,,,,,,,,,,,
pool_f34bb42680f10621,16462,bridge_data_v2,fold the cloth from bottom left to right,Place the folded cloth on the right side,6,Put the cloth down.,malformed_or_unclear,semantic_class_unclear_requires_manual_review,False,,,,,,,,,,,,
pool_f34bb42680f10621,16462,bridge_data_v2,fold the cloth from bottom left to right,Place the folded cloth on the right side,7,fold the cloth from bottom left to right,task_level_language,shared_trajectory_task_exact_normalized_match,False,,,,,,,,,,,,
pool_f34bb42680f10621,16462,bridge_data_v2,fold the cloth from bottom left to right,Place the folded cloth on the right side,8,Move the cloth to <gripper position before releasing>.,malformed_or_unclear,unresolved_placeholder,False,,,,,,,,,,,,
pool_a6e2d89cd4fb18af,49290,bridge_data_v2,grab sushi roll and drop on the lower left burner,Move the sushi roll to the lower left burner,0,"Move the sushi roll to the burner at [85, 87]",point_coordinate_grounding,one_coordinate_pair,False,,,,,,,,,,,,
pool_a6e2d89cd4fb18af,49290,bridge_data_v2,grab sushi roll and drop on the lower left burner,Move the sushi roll to the lower left burner,1,Move the gripper and sushi roll to the burner,malformed_or_unclear,semantic_class_unclear_requires_manual_review,False,,,,,,,,,,,,
pool_a6e2d89cd4fb18af,49290,bridge_data_v2,grab sushi roll and drop on the lower left burner,Move the sushi roll to the lower left burner,2,"Move the sushi roll along [118, 62], [118, 41], [104, 30] towards the burner at [85, 87]",multi_point_gripper_trace,two_or_more_coordinate_pairs,False,,,,,,,,,,,,
pool_a6e2d89cd4fb18af,49290,bridge_data_v2,grab sushi roll and drop on the lower left burner,Move the sushi roll to the lower left burner,3,grab sushi roll and drop on the lower left burner,task_level_language,shared_trajectory_task_exact_normalized_match,False,,,,,,,,,,,,
pool_a6e2d89cd4fb18af,49290,bridge_data_v2,grab sushi roll and drop on the lower left burner,Move the sushi roll to the lower left burner,4,Reposition the sushi roll,malformed_or_unclear,semantic_class_unclear_requires_manual_review,False,,,,,,,,,,,,
pool_a6e2d89cd4fb18af,49290,bridge_data_v2,grab sushi roll and drop on the lower left burner,Move the sushi roll to the lower left burner,5,Move the sushi roll to the lower left burner,subtask_same_intent_paraphrase_candidate,canonical_subtask_exact_normalized_match,False,,,,,,,,,,,,
pool_a6e2d89cd4fb18af,49290,bridge_data_v2,grab sushi roll and drop on the lower left burner,Move the sushi roll to the lower left burner,6,"Move the sushi roll at [118, 71] to the lower left burner at [85, 87]",multi_point_gripper_trace,two_or_more_coordinate_pairs,False,,,,,,,,,,,,
pool_a6e2d89cd4fb18af,49290,bridge_data_v2,grab sushi roll and drop on the lower left burner,Move the sushi roll to the lower left burner,7,Move the sushi roll towards the burner,malformed_or_unclear,semantic_class_unclear_requires_manual_review,False,,,,,,,,,,,,
pool_4645d3314257844f,8354,bridge_data_v2,move the silver pot bellow the left burner,Move to the Silver Pot,0,"Move to the silver pot at [124, 106]",point_coordinate_grounding,one_coordinate_pair,False,,,,,,,,,,,,
pool_4645d3314257844f,8354,bridge_data_v2,move the silver pot bellow the left burner,Move to the Silver Pot,1,Move down to the vicinity of the silver pot,malformed_or_unclear,semantic_class_unclear_requires_manual_review,False,,,,,,,,,,,,
pool_4645d3314257844f,8354,bridge_data_v2,move the silver pot bellow the left burner,Move to the Silver Pot,2,"Move towards [124, 106]",point_coordinate_grounding,one_coordinate_pair,False,,,,,,,,,,,,
pool_4645d3314257844f,8354,bridge_data_v2,move the silver pot bellow the left burner,Move to the Silver Pot,3,Move to the Silver Pot,subtask_same_intent_paraphrase_candidate,canonical_subtask_exact_normalized_match,False,,,,,,,,,,,,
pool_4645d3314257844f,8354,bridge_data_v2,move the silver pot bellow the left burner,Move to the Silver Pot,4,Move to the silver pot,subtask_same_intent_paraphrase_candidate,canonical_subtask_exact_normalized_match,False,,,,,,,,,,,,
pool_4645d3314257844f,8354,bridge_data_v2,move the silver pot bellow the left burner,Move to the Silver Pot,5,"Move the gripper along [129, 92], [130, 80], [127, 106]",multi_point_gripper_trace,two_or_more_coordinate_pairs,False,,,,,,,,,,,,
pool_4645d3314257844f,8354,bridge_data_v2,move the silver pot bellow the left burner,Move to the Silver Pot,6,move the silver pot bellow the left burner,task_level_language,shared_trajectory_task_exact_normalized_match,False,,,,,,,,,,,,
pool_001860e5d839f86d,52328,bridge_data_v2,take the blue thing out of the drawer and put it on the right side of the green thing,place the blue thing on the right side of the green thing,0,place the blue thing on the right side of the green thing,subtask_same_intent_paraphrase_candidate,canonical_subtask_exact_normalized_match,False,,,,,,,,,,,,
pool_001860e5d839f86d,52328,bridge_data_v2,take the blue thing out of the drawer and put it on the right side of the green thing,place the blue thing on the right side of the green thing,1,"place the blue thing on the right side of the green thing at [66, 78]",point_coordinate_grounding,one_coordinate_pair,False,,,,,,,,,,,,
pool_001860e5d839f86d,52328,bridge_data_v2,take the blue thing out of the drawer and put it on the right side of the green thing,place the blue thing on the right side of the green thing,2,"move toward the green thing at [66, 78] and release",hybrid_or_added_behavioral_semantics,coordinate_plus_terminal_action_direction_or_sequence,False,,,,,,,,,,,,
pool_001860e5d839f86d,52328,bridge_data_v2,take the blue thing out of the drawer and put it on the right side of the green thing,place the blue thing on the right side of the green thing,3,"move to [91, 44], [92, 62] and release the blue thing",hybrid_or_added_behavioral_semantics,coordinate_plus_terminal_action_direction_or_sequence,False,,,,,,,,,,,,
pool_001860e5d839f86d,52328,bridge_data_v2,take the blue thing out of the drawer and put it on the right side of the green thing,place the blue thing on the right side of the green thing,4,"open gripper at [91, 44] to place the blue thing at [99, 53] near the green thing at [66, 78]",hybrid_or_added_behavioral_semantics,coordinate_plus_terminal_action_direction_or_sequence,False,,,,,,,,,,,,
pool_001860e5d839f86d,52328,bridge_data_v2,take the blue thing out of the drawer and put it on the right side of the green thing,place the blue thing on the right side of the green thing,5,take the blue thing out of the drawer and put it on the right side of the green thing,task_level_language,shared_trajectory_task_exact_normalized_match,False,,,,,,,,,,,,
pool_001860e5d839f86d,52328,bridge_data_v2,take the blue thing out of the drawer and put it on the right side of the green thing,place the blue thing on the right side of the green thing,6,open the gripper to place the blue thing,hybrid_or_added_behavioral_semantics,sequencing_marker_or_additional_action_family,False,,,,,,,,,,,,
pool_001860e5d839f86d,52328,bridge_data_v2,take the blue thing out of the drawer and put it on the right side of the green thing,place the blue thing on the right side of the green thing,7,"place the blue thing near [96, 81]",point_coordinate_grounding,one_coordinate_pair,False,,,,,,,,,,,,
pool_001860e5d839f86d,52328,bridge_data_v2,take the blue thing out of the drawer and put it on the right side of the green thing,place the blue thing on the right side of the green thing,8,move the blue thing to the right of the green thing,malformed_or_unclear,semantic_class_unclear_requires_manual_review,False,,,,,,,,,,,,
pool_2b184a3f8ebaabeb,29671,bridge_data_v2,move the yellow cloth to the bottom right of the table,Grasp the yellow cloth,0,Close gripper on the cloth,hybrid_or_added_behavioral_semantics,sequencing_marker_or_additional_action_family,True,,,,,,,,,,,,
pool_2b184a3f8ebaabeb,29671,bridge_data_v2,move the yellow cloth to the bottom right of the table,Grasp the yellow cloth,1,move the yellow cloth to the bottom right of the table,task_level_language,shared_trajectory_task_exact_normalized_match,True,,,,,,,,,,,,
pool_2b184a3f8ebaabeb,29671,bridge_data_v2,move the yellow cloth to the bottom right of the table,Grasp the yellow cloth,2,"Grasp the yellow cloth near the table at [102, 202]",point_coordinate_grounding,one_coordinate_pair,True,,,,,,,,,,,,
pool_2b184a3f8ebaabeb,29671,bridge_data_v2,move the yellow cloth to the bottom right of the table,Grasp the yellow cloth,3,Grasp the cloth,malformed_or_unclear,semantic_class_unclear_requires_manual_review,True,,,,,,,,,,,,
pool_2b184a3f8ebaabeb,29671,bridge_data_v2,move the yellow cloth to the bottom right of the table,Grasp the yellow cloth,4,"Grasp the yellow cloth at [71, 179]",point_coordinate_grounding,one_coordinate_pair,True,,,,,,,,,,,,
pool_2b184a3f8ebaabeb,29671,bridge_data_v2,move the yellow cloth to the bottom right of the table,Grasp the yellow cloth,5,Grasp the yellow cloth,subtask_same_intent_paraphrase_candidate,canonical_subtask_exact_normalized_match,True,,,,,,,,,,,,
pool_f36161cf4885c5ac,7813,bridge_data_v2,took a green object between the burners  and put it inside the silver pot on the left lower burner,Lift the Green Object,0,"Lift the green object at [147, 144] away from the burner",point_coordinate_grounding,one_coordinate_pair,True,,,,,,,,,,,,
pool_f36161cf4885c5ac,7813,bridge_data_v2,took a green object between the burners  and put it inside the silver pot on the left lower burner,Lift the Green Object,1,"Move the gripper at [146, 133] up",point_coordinate_grounding,one_coordinate_pair,True,,,,,,,,,,,,
pool_f36161cf4885c5ac,7813,bridge_data_v2,took a green object between the burners  and put it inside the silver pot on the left lower burner,Lift the Green Object,2,"Move up from [146, 133]",point_coordinate_grounding,one_coordinate_pair,True,,,,,,,,,,,,
pool_f36161cf4885c5ac,7813,bridge_data_v2,took a green object between the burners  and put it inside the silver pot on the left lower burner,Lift the Green Object,3,Lift the green object,subtask_same_intent_paraphrase_candidate,canonical_subtask_exact_normalized_match,True,,,,,,,,,,,,
pool_f36161cf4885c5ac,7813,bridge_data_v2,took a green object between the burners  and put it inside the silver pot on the left lower burner,Lift the Green Object,4,Lift the Green Object,subtask_same_intent_paraphrase_candidate,canonical_subtask_exact_normalized_match,True,,,,,,,,,,,,
pool_f36161cf4885c5ac,7813,bridge_data_v2,took a green object between the burners  and put it inside the silver pot on the left lower burner,Lift the Green Object,5,"Move the green object at [147, 144] upwards",point_coordinate_grounding,one_coordinate_pair,True,,,,,,,,,,,,
pool_f36161cf4885c5ac,7813,bridge_data_v2,took a green object between the burners  and put it inside the silver pot on the left lower burner,Lift the Green Object,6,took a green object between the burners  and put it inside the silver pot on the left lower burner,task_level_language,shared_trajectory_task_exact_normalized_match,True,,,,,,,,,,,,
pool_f36161cf4885c5ac,7813,bridge_data_v2,took a green object between the burners  and put it inside the silver pot on the left lower burner,Lift the Green Object,7,"Lift the green object above the burner at [155, 139]",point_coordinate_grounding,one_coordinate_pair,True,,,,,,,,,,,,
pool_a9990edc56519e68,38932,bridge_data_v2,put the ball in the cup,release the ball into the cup,0,drop the ball into the cup,malformed_or_unclear,semantic_class_unclear_requires_manual_review,False,,,,,,,,,,,,
pool_a9990edc56519e68,38932,bridge_data_v2,put the ball in the cup,release the ball into the cup,1,release the ball into the cup,subtask_same_intent_paraphrase_candidate,canonical_subtask_exact_normalized_match,False,,,,,,,,,,,,
pool_a9990edc56519e68,38932,bridge_data_v2,put the ball in the cup,release the ball into the cup,2,put the ball in the cup,task_level_language,shared_trajectory_task_exact_normalized_match,False,,,,,,,,,,,,
pool_a9990edc56519e68,38932,bridge_data_v2,put the ball in the cup,release the ball into the cup,3,"open gripper at [164, 9], [165, 10], [164, 10], [23, 18]",multi_point_gripper_trace,two_or_more_coordinate_pairs,False,,,,,,,,,,,,
pool_a9990edc56519e68,38932,bridge_data_v2,put the ball in the cup,release the ball into the cup,4,open the gripper,atomic_motion_or_gripper_command,high_precision_atomic_pattern,False,,,,,,,,,,,,
pool_a9990edc56519e68,38932,bridge_data_v2,put the ball in the cup,release the ball into the cup,5,"open the gripper to release the ball near the cup at [35, 92]",point_coordinate_grounding,one_coordinate_pair,False,,,,,,,,,,,,
pool_a9990edc56519e68,38932,bridge_data_v2,put the ball in the cup,release the ball into the cup,6,release the ball,malformed_or_unclear,semantic_class_unclear_requires_manual_review,False,,,,,,,,,,,,
pool_8b4c4f56072ec450,52932,bridge_data_v2,put the green towel inside the washing machine,Lift the green towel,0,Move backward,atomic_motion_or_gripper_command,high_precision_atomic_pattern,False,,,,,,,,,,,,
pool_8b4c4f56072ec450,52932,bridge_data_v2,put the green towel inside the washing machine,Lift the green towel,1,Move backward and up with the green towel,malformed_or_unclear,semantic_class_unclear_requires_manual_review,False,,,,,,,,,,,,
pool_8b4c4f56072ec450,52932,bridge_data_v2,put the green towel inside the washing machine,Lift the green towel,2,Move the green towel up,malformed_or_unclear,semantic_class_unclear_requires_manual_review,False,,,,,,,,,,,,
pool_8b4c4f56072ec450,52932,bridge_data_v2,put the green towel inside the washing machine,Lift the green towel,3,"Move to [103, 161] and then move up",hybrid_or_added_behavioral_semantics,coordinate_plus_terminal_action_direction_or_sequence,False,,,,,,,,,,,,
pool_8b4c4f56072ec450,52932,bridge_data_v2,put the green towel inside the washing machine,Lift the green towel,4,"Move the gripper up from [103, 161] to [116, 166]",multi_point_gripper_trace,two_or_more_coordinate_pairs,False,,,,,,,,,,,,
pool_8b4c4f56072ec450,52932,bridge_data_v2,put the green towel inside the washing machine,Lift the green towel,5,put the green towel inside the washing machine,task_level_language,shared_trajectory_task_exact_normalized_match,False,,,,,,,,,,,,
pool_8b4c4f56072ec450,52932,bridge_data_v2,put the green towel inside the washing machine,Lift the green towel,6,"Move backward from [103, 161] and then up",hybrid_or_added_behavioral_semantics,coordinate_plus_terminal_action_direction_or_sequence,False,,,,,,,,,,,,
pool_8b4c4f56072ec450,52932,bridge_data_v2,put the green towel inside the washing machine,Lift the green towel,7,"Lift the green towel from [88, 180]",point_coordinate_grounding,one_coordinate_pair,False,,,,,,,,,,,,
pool_8b4c4f56072ec450,52932,bridge_data_v2,put the green towel inside the washing machine,Lift the green towel,8,Lift the green towel,subtask_same_intent_paraphrase_candidate,canonical_subtask_exact_normalized_match,False,,,,,,,,,,,,
pool_8b4c4f56072ec450,52932,bridge_data_v2,put the green towel inside the washing machine,Lift the green towel,9,Move backward and up,atomic_motion_or_gripper_command,high_precision_atomic_pattern,False,,,,,,,,,,,,
pool_8b4c4f56072ec450,52932,bridge_data_v2,put the green towel inside the washing machine,Lift the green towel,10,"Lift the green towel near the washing machine at [165, 79]",point_coordinate_grounding,one_coordinate_pair,False,,,,,,,,,,,,
pool_8b4c4f56072ec450,52932,bridge_data_v2,put the green towel inside the washing machine,Lift the green towel,11,Raise the green towel,malformed_or_unclear,semantic_class_unclear_requires_manual_review,False,,,,,,,,,,,,
pool_40d387b16d00e9f4,46125,bridge_data_v2,unfold the cloth from top left to bottom right,Reach for and grasp the cloth (top left),0,"Move to the cloth at [94, 166] and grasp it",hybrid_or_added_behavioral_semantics,coordinate_plus_terminal_action_direction_or_sequence,False,,,,,,,,,,,,
pool_40d387b16d00e9f4,46125,bridge_data_v2,unfold the cloth from top left to bottom right,Reach for and grasp the cloth (top left),1,"Reach for the cloth at [94, 166] from above, and then close gripper",hybrid_or_added_behavioral_semantics,coordinate_plus_terminal_action_direction_or_sequence,False,,,,,,,,,,,,
pool_40d387b16d00e9f4,46125,bridge_data_v2,unfold the cloth from top left to bottom right,Reach for and grasp the cloth (top left),2,"Move to [43, 112] then down to [213, 7] and close the gripper",hybrid_or_added_behavioral_semantics,coordinate_plus_terminal_action_direction_or_sequence,False,,,,,,,,,,,,
pool_40d387b16d00e9f4,46125,bridge_data_v2,unfold the cloth from top left to bottom right,Reach for and grasp the cloth (top left),3,"Grasp the cloth at [94, 166]",point_coordinate_grounding,one_coordinate_pair,False,,,,,,,,,,,,
pool_40d387b16d00e9f4,46125,bridge_data_v2,unfold the cloth from top left to bottom right,Reach for and grasp the cloth (top left),4,Reach for the cloth,malformed_or_unclear,semantic_class_unclear_requires_manual_review,False,,,,,,,,,,,,
pool_40d387b16d00e9f4,46125,bridge_data_v2,unfold the cloth from top left to bottom right,Reach for and grasp the cloth (top left),5,Reach for and grasp the cloth (top left),subtask_same_intent_paraphrase_candidate,canonical_subtask_exact_normalized_match,False,,,,,,,,,,,,
pool_40d387b16d00e9f4,46125,bridge_data_v2,unfold the cloth from top left to bottom right,Reach for and grasp the cloth (top left),6,unfold the cloth from top left to bottom right,task_level_language,shared_trajectory_task_exact_normalized_match,False,,,,,,,,,,,,
pool_40d387b16d00e9f4,46125,bridge_data_v2,unfold the cloth from top left to bottom right,Reach for and grasp the cloth (top left),7,"Move to [213, 7] and close gripper",hybrid_or_added_behavioral_semantics,coordinate_plus_terminal_action_direction_or_sequence,False,,,,,,,,,,,,
pool_40d387b16d00e9f4,46125,bridge_data_v2,unfold the cloth from top left to bottom right,Reach for and grasp the cloth (top left),8,"Move to [43, 112], [214, 8], [213, 7] and close gripper",hybrid_or_added_behavioral_semantics,coordinate_plus_terminal_action_direction_or_sequence,False,,,,,,,,,,,,
pool_40d387b16d00e9f4,46125,bridge_data_v2,unfold the cloth from top left to bottom right,Reach for and grasp the cloth (top left),9,Approach the cloth and grasp it,malformed_or_unclear,semantic_class_unclear_requires_manual_review,False,,,,,,,,,,,,
pool_baf50cd82fa9caca,13007,bridge_data_v2,place the red pepper in between the right heater and the yellow thing,Lift the red pepper and move towards the target location,0,"Move the red pepper towards the heater at [108, 131]",point_coordinate_grounding,one_coordinate_pair,False,,,,,,,,,,,,
pool_baf50cd82fa9caca,13007,bridge_data_v2,place the red pepper in between the right heater and the yellow thing,Lift the red pepper and move towards the target location,1,place the red pepper in between the right heater and the yellow thing,task_level_language,shared_trajectory_task_exact_normalized_match,False,,,,,,,,,,,,
pool_baf50cd82fa9caca,13007,bridge_data_v2,place the red pepper in between the right heater and the yellow thing,Lift the red pepper and move towards the target location,2,"Move the pepper to the right of its original location, toward the heater",malformed_or_unclear,semantic_class_unclear_requires_manual_review,False,,,,,,,,,,,,
pool_baf50cd82fa9caca,13007,bridge_data_v2,place the red pepper in between the right heater and the yellow thing,Lift the red pepper and move towards the target location,3,"Lift the red pepper and move it to [74, 50], [72, 52], [74, 59], [86, 115], [84, 65]",multi_point_gripper_trace,two_or_more_coordinate_pairs,False,,,,,,,,,,,,
pool_baf50cd82fa9caca,13007,bridge_data_v2,place the red pepper in between the right heater and the yellow thing,Lift the red pepper and move towards the target location,4,Move the red pepper right,malformed_or_unclear,semantic_class_unclear_requires_manual_review,False,,,,,,,,,,,,
pool_baf50cd82fa9caca,13007,bridge_data_v2,place the red pepper in between the right heater and the yellow thing,Lift the red pepper and move towards the target location,5,Lift the red pepper and move towards the target location,subtask_same_intent_paraphrase_candidate,canonical_subtask_exact_normalized_match,False,,,,,,,,,,,,
pool_baf50cd82fa9caca,13007,bridge_data_v2,place the red pepper in between the right heater and the yellow thing,Lift the red pepper and move towards the target location,6,Move right up with the red pepper,malformed_or_unclear,semantic_class_unclear_requires_manual_review,False,,,,,,,,,,,,
pool_baf50cd82fa9caca,13007,bridge_data_v2,place the red pepper in between the right heater and the yellow thing,Lift the red pepper and move towards the target location,7,"Move the red pepper along [74, 50], [72, 52], [74, 59] toward the heater at [106, 130]",multi_point_gripper_trace,two_or_more_coordinate_pairs,False,,,,,,,,,,,,
pool_503f3a5ea34e7b51,32768,bridge_data_v2,fold the cloth from bottom left to top right,Release the bottom left corner onto the top right,0,fold the cloth from bottom left to top right,task_level_language,shared_trajectory_task_exact_normalized_match,False,,,,,,,,,,,,
pool_503f3a5ea34e7b51,32768,bridge_data_v2,fold the cloth from bottom left to top right,Release the bottom left corner onto the top right,1,"Open gripper after moving to [118, 125]",hybrid_or_added_behavioral_semantics,coordinate_plus_terminal_action_direction_or_sequence,False,,,,,,,,,,,,
pool_503f3a5ea34e7b51,32768,bridge_data_v2,fold the cloth from bottom left to top right,Release the bottom left corner onto the top right,2,Release the cloth,malformed_or_unclear,semantic_class_unclear_requires_manual_review,False,,,,,,,,,,,,
pool_503f3a5ea34e7b51,32768,bridge_data_v2,fold the cloth from bottom left to top right,Release the bottom left corner onto the top right,3,Open gripper,atomic_motion_or_gripper_command,high_precision_atomic_pattern,False,,,,,,,,,,,,
pool_503f3a5ea34e7b51,32768,bridge_data_v2,fold the cloth from bottom left to top right,Release the bottom left corner onto the top right,4,Release the bottom left corner onto the top right,subtask_same_intent_paraphrase_candidate,canonical_subtask_exact_normalized_match,False,,,,,,,,,,,,
pool_503f3a5ea34e7b51,32768,bridge_data_v2,fold the cloth from bottom left to top right,Release the bottom left corner onto the top right,5,Move right and up while opening the gripper,hybrid_or_added_behavioral_semantics,sequencing_marker_or_additional_action_family,False,,,,,,,,,,,,
pool_503f3a5ea34e7b51,32768,bridge_data_v2,fold the cloth from bottom left to top right,Release the bottom left corner onto the top right,6,"Open the gripper at [137, 111]",point_coordinate_grounding,one_coordinate_pair,False,,,,,,,,,,,,
pool_503f3a5ea34e7b51,32768,bridge_data_v2,fold the cloth from bottom left to top right,Release the bottom left corner onto the top right,7,Release the corner,malformed_or_unclear,semantic_class_unclear_requires_manual_review,False,,,,,,,,,,,,
pool_aa9bb5624fdab3ed,47197,bridge_data_v2,Pick up the lid of the pot and place it over the pot,Move away from the Pot,0,Move the gripper up and to the right,atomic_motion_or_gripper_command,high_precision_atomic_pattern,True,,,,,,,,,,,,
pool_aa9bb5624fdab3ed,47197,bridge_data_v2,Pick up the lid of the pot and place it over the pot,Move away from the Pot,1,"Move the gripper along [68, 34], [76, 26], [83, 43], [96, 69]",multi_point_gripper_trace,two_or_more_coordinate_pairs,True,,,,,,,,,,,,
pool_aa9bb5624fdab3ed,47197,bridge_data_v2,Pick up the lid of the pot and place it over the pot,Move away from the Pot,2,"Move the gripper from [68, 34] to [92, 75]",multi_point_gripper_trace,two_or_more_coordinate_pairs,True,,,,,,,,,,,,
pool_aa9bb5624fdab3ed,47197,bridge_data_v2,Pick up the lid of the pot and place it over the pot,Move away from the Pot,3,"Move the gripper right and up, away from the pot",malformed_or_unclear,semantic_class_unclear_requires_manual_review,True,,,,,,,,,,,,
pool_aa9bb5624fdab3ed,47197,bridge_data_v2,Pick up the lid of the pot and place it over the pot,Move away from the Pot,4,"Move the gripper away from the pot at [68, 63]",point_coordinate_grounding,one_coordinate_pair,True,,,,,,,,,,,,
pool_aa9bb5624fdab3ed,47197,bridge_data_v2,Pick up the lid of the pot and place it over the pot,Move away from the Pot,5,Pick up the lid of the pot and place it over the pot,task_level_language,shared_trajectory_task_exact_normalized_match,True,,,,,,,,,,,,
pool_aa9bb5624fdab3ed,47197,bridge_data_v2,Pick up the lid of the pot and place it over the pot,Move away from the Pot,6,Retract the gripper,malformed_or_unclear,semantic_class_unclear_requires_manual_review,True,,,,,,,,,,,,
pool_aa9bb5624fdab3ed,47197,bridge_data_v2,Pick up the lid of the pot and place it over the pot,Move away from the Pot,7,"Move the gripper to [96, 69]",point_coordinate_grounding,one_coordinate_pair,True,,,,,,,,,,,,
pool_aa9bb5624fdab3ed,47197,bridge_data_v2,Pick up the lid of the pot and place it over the pot,Move away from the Pot,8,Move away from the pot,subtask_same_intent_paraphrase_candidate,canonical_subtask_exact_normalized_match,True,,,,,,,,,,,,
pool_aa9bb5624fdab3ed,47197,bridge_data_v2,Pick up the lid of the pot and place it over the pot,Move away from the Pot,9,Move away from the Pot,subtask_same_intent_paraphrase_candidate,canonical_subtask_exact_normalized_match,True,,,,,,,,,,,,
pool_aa9bb5624fdab3ed,47197,bridge_data_v2,Pick up the lid of the pot and place it over the pot,Move away from the Pot,10,Move the gripper up and away from the pot,malformed_or_unclear,semantic_class_unclear_requires_manual_review,True,,,,,,,,,,,,
pool_8ef38ae28c1daa3d,44084,bridge_data_v2,moved the basket to the left side of the service,Place the basket,0,"Move down slightly and release the basket at [95, 183]",point_coordinate_grounding,one_coordinate_pair,False,,,,,,,,,,,,
pool_8ef38ae28c1daa3d,44084,bridge_data_v2,moved the basket to the left side of the service,Place the basket,1,"Release the basket at [95, 183]",point_coordinate_grounding,one_coordinate_pair,False,,,,,,,,,,,,
pool_8ef38ae28c1daa3d,44084,bridge_data_v2,moved the basket to the left side of the service,Place the basket,2,"Move to [54, 143] and open the gripper to place the basket",hybrid_or_added_behavioral_semantics,coordinate_plus_terminal_action_direction_or_sequence,False,,,,,,,,,,,,
pool_8ef38ae28c1daa3d,44084,bridge_data_v2,moved the basket to the left side of the service,Place the basket,3,Open the gripper to release the basket,hybrid_or_added_behavioral_semantics,sequencing_marker_or_additional_action_family,False,,,,,,,,,,,,
pool_8ef38ae28c1daa3d,44084,bridge_data_v2,moved the basket to the left side of the service,Place the basket,4,Place the basket,subtask_same_intent_paraphrase_candidate,canonical_subtask_exact_normalized_match,False,,,,,,,,,,,,
pool_8ef38ae28c1daa3d,44084,bridge_data_v2,moved the basket to the left side of the service,Place the basket,5,moved the basket to the left side of the service,task_level_language,shared_trajectory_task_exact_normalized_match,False,,,,,,,,,,,,
pool_ba78b1649d4c8605,33541,bridge_data_v2,fold the cloth from left to rigth,Release the cloth,0,Release the cloth,subtask_same_intent_paraphrase_candidate,canonical_subtask_exact_normalized_match,False,,,,,,,,,,,,
pool_ba78b1649d4c8605,33541,bridge_data_v2,fold the cloth from left to rigth,Release the cloth,1,Drop the cloth,subtask_same_intent_paraphrase_candidate,matching_action_family_and_no_added_entities,False,,,,,,,,,,,,
pool_ba78b1649d4c8605,33541,bridge_data_v2,fold the cloth from left to rigth,Release the cloth,2,"Open the gripper at approximately [176, 104]",point_coordinate_grounding,one_coordinate_pair,False,,,,,,,,,,,,
pool_ba78b1649d4c8605,33541,bridge_data_v2,fold the cloth from left to rigth,Release the cloth,3,Let go of the cloth,malformed_or_unclear,semantic_class_unclear_requires_manual_review,False,,,,,,,,,,,,
pool_ba78b1649d4c8605,33541,bridge_data_v2,fold the cloth from left to rigth,Release the cloth,4,"Release the cloth at [162, 113]",point_coordinate_grounding,one_coordinate_pair,False,,,,,,,,,,,,
pool_ba78b1649d4c8605,33541,bridge_data_v2,fold the cloth from left to rigth,Release the cloth,5,Open the gripper,atomic_motion_or_gripper_command,high_precision_atomic_pattern,False,,,,,,,,,,,,
pool_ba78b1649d4c8605,33541,bridge_data_v2,fold the cloth from left to rigth,Release the cloth,6,fold the cloth from left to rigth,task_level_language,shared_trajectory_task_exact_normalized_match,False,,,,,,,,,,,,
